filename,time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec)
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1970-11-03HR00_evid00051.mseed,1970-11-03T02:10:47.489340,7847.094339622641
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1971-01-03HR00_evid00057.mseed,1971-01-03T11:08:36.423415,40116.22641509434
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1971-01-05HR00_evid00059.mseed,1971-01-05T00:57:23.279038,3442.566037735849
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1971-01-17HR00_evid00060.mseed,1971-01-17T14:22:19.478755,51739.32075471698
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1971-03-15HR00_evid00073.mseed,1971-03-15T00:00:00.458000,0.0
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1971-04-08HR01_evid00083.mseed,1971-04-08T03:45:44.926480,8067.924528301887
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1971-05-22HR00_evid00092.mseed,1971-05-22T00:14:58.952094,898.4150943396227
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1971-06-11HR00_evid00096.mseed,1971-06-11T13:54:40.140170,50079.54716981132
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1971-06-27HR00_evid00101.mseed,1971-06-27T18:57:26.570623,68246.3396226415
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1971-10-06HR00_evid00124.mseed,1971-10-06T07:47:05.118660,28024.905660377357
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1971-10-06HR00_evid00125.mseed,1971-10-06T07:46:44.892245,28004.67924528302
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1971-10-26HR00_evid00133.mseed,1971-10-26T17:54:43.902755,64483.32075471698
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1971-11-24HR00_evid00156.mseed,1971-11-24T10:32:10.688094,37930.41509433962
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1972-01-26HR00_evid00186.mseed,1972-01-26T21:39:42.073849,77981.7358490566
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1972-02-21HR00_evid00190.mseed,1972-02-21T21:07:00.132585,76019.77358490566
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1972-02-28HR00_evid00192.mseed,1972-02-28T04:50:13.932906,17413.584905660377
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1972-05-15HR00_evid00223.mseed,1972-05-15T17:23:55.279868,62635.018867924526
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1972-05-19HR00_evid00228.mseed,1972-05-19T18:36:25.177604,66985.05660377358
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1972-11-14HR00_evid00331.mseed,1972-11-14T19:28:54.448849,70133.7358490566
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1972-11-19HR00_evid00335.mseed,1972-11-19T03:16:07.468453,11766.792452830188
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1972-12-02HR00_evid00341.mseed,1972-12-02T00:10:00.288057,599.8490566037735
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1972-12-06HR00_evid00342.mseed,1972-12-06T09:48:57.475604,35337.056603773584
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1972-12-15HR00_evid00349.mseed,1972-12-15T07:01:54.802208,25314.11320754717
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1973-03-12HR00_evid00384.mseed,1973-03-12T20:54:23.658396,75262.94339622642
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1973-04-23HR00_evid00399.mseed,1973-04-23T14:03:10.383792,50589.88679245283
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1973-08-08HR00_evid00437.mseed,1973-08-08T17:32:14.935219,63116.377358490565
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1973-10-03HR03_evid00461.mseed,1973-10-03T20:46:10.273624,60417.660377358494
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1973-10-10HR00_evid00463.mseed,1973-10-10T19:50:39.496396,71438.94339622642
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1973-11-22HR00_evid00475.mseed,1973-11-22T06:43:01.036358,24180.377358490565
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1974-03-14HR00_evid00506.mseed,1974-03-14T07:42:07.173453,27726.79245283019
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1974-03-30HR00_evid00512.mseed,1974-03-30T19:57:23.200038,71842.56603773584
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1974-05-09HR00_evid00522.mseed,1974-05-09T00:00:00.684000,0.0
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1974-06-30HR00_evid00543.mseed,1974-06-30T17:47:58.450679,64078.188679245286
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1974-07-25HR05_evid00553.mseed,1974-07-25T14:29:03.364318,33892.377358490565
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1974-10-02HR00_evid00572.mseed,1974-10-02T13:36:25.779434,48985.50943396227
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1975-04-21HR00_evid00638.mseed,1975-04-21T02:15:22.334208,8122.11320754717
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1975-05-16HR00_evid00651.mseed,1975-05-16T22:25:33.356075,80733.1320754717
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1975-05-20HR00_evid00652.mseed,1975-05-20T16:03:01.535132,57780.981132075474
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1975-06-15HR00_evid00660.mseed,1975-06-15T04:02:44.865302,14564.528301886792
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1975-06-17HR00_evid00662.mseed,1975-06-17T12:24:43.896755,44683.32075471698
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1977-04-11HR00_evid00915.mseed,1977-04-11T13:30:43.796642,48643.622641509435
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1977-04-24HR00_evid00923.mseed,1977-04-24T11:33:26.168849,41605.735849056604
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1977-04-26HR00_evid00924.mseed,1977-04-26T10:21:06.252321,37265.811320754714
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1977-07-19HR00_evid00991.mseed,1977-07-19T20:57:09.177302,75428.52830188679
./data/lunar/test/data/S12_GradeB/xa.s12.00.mhz.1977-09-13HR00_evid01012.mseed,1977-09-13T11:20:49.060774,40848.6037735849
./data/lunar/test/data/S15_GradeA/xa.s15.00.mhz.1973-04-04HR00_evid00098.mseed,1973-04-04T01:09:42.785248,599.8490566037735
./data/lunar/test/data/S15_GradeA/xa.s15.00.mhz.1973-08-10HR00_evid00126.mseed,1973-08-10T18:02:01.411660,64920.90566037736
./data/lunar/test/data/S15_GradeA/xa.s15.00.mhz.1973-10-27HR00_evid00134.mseed,1973-10-27T00:07:01.082302,420.52830188679246
./data/lunar/test/data/S15_GradeA/xa.s15.00.mhz.1974-10-19HR00_evid00157.mseed,1974-10-19T19:42:26.105377,70945.6603773585
./data/lunar/test/data/S15_GradeA/xa.s15.00.mhz.1974-11-17HR00_evid00162.mseed,1974-11-17T00:10:14.607566,614.4905660377359
./data/lunar/test/data/S15_GradeA/xa.s15.00.mhz.1974-11-21HR00_evid00166.mseed,1974-11-21T00:00:00.620000,0.0
./data/lunar/test/data/S15_GradeA/xa.s15.00.mhz.1974-12-15HR00_evid00169.mseed,1974-12-15T04:36:05.441019,16565.283018867925
./data/lunar/test/data/S15_GradeA/xa.s15.00.mhz.1974-12-15HR00_evid00170.mseed,1974-12-15T00:00:00.158000,0.0
./data/lunar/test/data/S15_GradeA/xa.s15.00.mhz.1975-04-12HR00_evid00190.mseed,1975-04-12T18:16:28.744415,65788.22641509434
./data/lunar/test/data/S15_GradeA/xa.s15.00.mhz.1975-06-22HR00_evid00194.mseed,1975-06-22T20:00:38.566623,72038.3396226415
./data/lunar/test/data/S15_GradeB/xa.s15.00.mhz.1974-02-06HR00_evid00497.mseed,1974-02-06T09:58:26.228377,35905.660377358494
./data/lunar/test/data/S15_GradeB/xa.s15.00.mhz.1974-06-16HR00_evid00536.mseed,1974-06-16T11:09:10.530679,40150.188679245286
./data/lunar/test/data/S15_GradeB/xa.s15.00.mhz.1974-06-30HR00_evid00542.mseed,1974-06-30T18:53:38.193377,68017.6603773585
./data/lunar/test/data/S15_GradeB/xa.s15.00.mhz.1974-08-04HR00_evid00557.mseed,1974-08-04T00:06:30.017906,389.58490566037733
./data/lunar/test/data/S15_GradeB/xa.s15.00.mhz.1975-05-20HR00_evid00653.mseed,1975-05-20T02:49:17.323189,10156.830188679245
./data/lunar/test/data/S16_GradeA/xa.s16.00.mhz.1972-09-10HR00_evid00075.mseed,1972-09-10T13:09:56.450472,47396.07547169811
./data/lunar/test/data/S16_GradeA/xa.s16.00.mhz.1972-11-06HR00_evid00079.mseed,1972-11-06T04:33:15.824755,16395.32075471698
./data/lunar/test/data/S16_GradeA/xa.s16.00.mhz.1972-11-08HR00_evid00080.mseed,1972-11-08T18:46:49.706547,67609.2075471698
./data/lunar/test/data/S16_GradeA/xa.s16.00.mhz.1972-11-14HR00_evid00081.mseed,1972-11-14T17:42:06.233736,63726.03773584906
./data/lunar/test/data/S16_GradeA/xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,1973-07-31T09:59:03.320453,35942.79245283019
./data/lunar/test/data/S16_GradeA/xa.s16.00.mhz.1974-05-19HR00_evid00146.mseed,1974-05-19T19:19:30.414321,69569.81132075471
./data/lunar/test/data/S16_GradeA/xa.s16.00.mhz.1974-11-11HR00_evid00160.mseed,1974-11-11T16:07:08.110642,58027.622641509435
./data/lunar/test/data/S16_GradeA/xa.s16.00.mhz.1974-12-12HR02_evid00168.mseed,1974-12-12T02:19:13.796800,230.33962264150944
./data/lunar/test/data/S16_GradeA/xa.s16.00.mhz.1974-12-15HR00_evid00172.mseed,1974-12-15T09:15:55.235981,33354.71698113208
./data/lunar/test/data/S16_GradeA/xa.s16.00.mhz.1974-12-25HR00_evid00174.mseed,1974-12-25T14:39:11.596340,52751.09433962264
./data/lunar/test/data/S16_GradeA/xa.s16.00.mhz.1975-02-19HR00_evid00180.mseed,1975-02-19T14:04:27.272981,50666.71698113208
./data/lunar/test/data/S16_GradeA/xa.s16.00.mhz.1975-03-26HR00_evid00186.mseed,1975-03-26T00:03:37.952821,0.0
./data/lunar/test/data/S16_GradeA/xa.s16.00.mhz.1977-04-17HR00_evid00249.mseed,1977-04-17T23:44:14.742623,85454.3396226415
./data/lunar/test/data/S16_GradeA/xa.s16.00.mhz.1977-06-02HR00_evid00255.mseed,1977-06-02T17:34:39.107396,63278.943396226416
./data/lunar/test/data/S16_GradeB/xa.s16.00.mhz.1973-08-25HR00_evid00443.mseed,1973-08-25T08:32:39.539396,30758.943396226416
./data/lunar/test/data/S16_GradeB/xa.s16.00.mhz.1973-12-18HR00_evid00487.mseed,1973-12-18T15:09:41.208132,54580.981132075474
./data/lunar/test/data/S16_GradeB/xa.s16.00.mhz.1974-11-14HR00_evid00587.mseed,1974-11-14T00:00:00.152000,0.0
